customer_name,repository,url,default_branch,repo_score,package_version,is_root,count,Region,source
806755668572857344,dataplatform,https://gitlab.trendyol.com/discovery/search-performance/dataplatform,main,,1.16.1,1,1,EMEA,bc-app-eu-eu-central-1 -> eu-central-1
806755668572857344,go_couriers_comment_classification,https://gitlab.trendyol.com/data/data-science/nlp-team/go_couriers_comment_classification,master,,1.35.0,1,1,EMEA,bc-app-eu-eu-central-1 -> eu-central-1
806755668572857344,image-classifier,https://gitlab.trendyol.com/dolap/moderation/image-classifier,master,,1.12.1,1,1,EMEA,bc-app-eu-eu-central-1 -> eu-central-1
806755668572857344,llm-benchmark,https://gitlab.trendyol.com/data/data-science/nlp-team/llm/llm-benchmark,master,,,1,1,EMEA,bc-app-eu-eu-central-1 -> eu-central-1
806755668572857344,product_tagging,https://gitlab.trendyol.com/data/data-science/nlp-team/product_tagging,master,,1.35.0,1,1,EMEA,bc-app-eu-eu-central-1 -> eu-central-1
806755668572857344,review_topic_classification,https://gitlab.trendyol.com/data/data-science/nlp-team/review_topic_classification,master,,1.35.0,1,1,EMEA,bc-app-eu-eu-central-1 -> eu-central-1
806755668572857344,slack-service,https://gitlab.trendyol.com/data/ml-platform/user-services/slack-service,main,,1.20.0,1,1,EMEA,bc-app-eu-eu-central-1 -> eu-central-1
806755668572857344,yaml-parser,https://gitlab.trendyol.com/data/data-platform/google-cloud-platform/apps/airflow/yaml-parser,master,,1.16.1,1,1,EMEA,bc-app-eu-eu-central-1 -> eu-central-1
1173681950280764416,airflow-config,https://github.com/missionlane/airflow-config,main,7,1.16.1,1,1,NAM,bc-app-us-east-1 -> us-east-1
1173681950280764416,enterprise-decisioning-config,https://github.com/missionlane/enterprise-decisioning-config,main,7,1.11.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
1206605293342240768,mambo,https://bitbucket.org/toryburchdigitalsterling/mambo,master,4,1.32.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
1219831433707934720,bi-inventory,https://github.com/guestyorg/bi-inventory,master,6,1.49.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
1219831433707934720,bi-vertex-dev,https://github.com/guestyorg/bi-vertex-dev,master,6,1.49.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
1219831433707934720,yp_forecast_app,https://github.com/guestyorg/yp_forecast_app,master,6,1.49.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
1264871352364802048,data-platform-germany-workflows,https://github.com/umg/data-platform-germany-workflows,main,9,1.35.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
1264871352364802048,datateam-gcp-fan-platform-persostack,https://github.com/umg/datateam-gcp-fan-platform-persostack,develop,8,1.14.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
1264871352364802048,datateam-gcp-fan-platform-persostack-ml,https://github.com/umg/datateam-gcp-fan-platform-persostack-ml,develop,8,1.14.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
1264871352364802048,maml-airflow,https://github.com/umg/maml-airflow,main,8,1.16.1,1,1,NAM,bc-app-us-east-1 -> us-east-1
1264871352364802048,observation-deck,https://github.com/umg/observation-deck,main,7,1.36.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
807152277789208576,nlr,,master,,1.35.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
807152277789208576,ocr-supplier-matching-service,,master,,1.29.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
807152297024286720,aou-data-lake,https://github.com/all-of-us/aou-data-lake,main,8,1.35.0,1,1,NAM,bc-app-us-east-1 -> us-east-1
1006985487422487552,cooler-airflow,https://gitlab.com/yeti-coolers/dev/python/cooler-airflow,master,5,1.36.4,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1006985487422487552,cooler-airflow,https://gitlab.com/yeti-coolers/prod/python/cooler-airflow,master,5,1.36.4,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1006985487422487552,gke-composer-edw,https://gitlab.com/yeti-coolers/dev/terraform/gke-composer-edw,master,6,1.36.4,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1006985487422487552,gke-composer-edw,https://gitlab.com/yeti-coolers/prod/terraform/gke-composer-edw,master,6,1.36.4,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1023009925787969536,ABCBrasil.GCP.CLOUD_FUNCTIONS,https://dev.azure.com/abcbrasil/DataEngineer/_git/ABCBrasil.GCP.CLOUD_FUNCTIONS,main,,1.36.1,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1023009925787969536,ABC.Lab.Cognitive.Horus,https://dev.azure.com/abcbrasil/Venture-Builder/_git/ABC.Lab.Cognitive.Horus,main,6,1.25.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1023009925787969536,kfp_models,https://dev.azure.com/abcbrasil/Advanced%20Analytics/_git/kfp_models,main,5,1.23.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,adhoc-scripts,https://github.com/hmhn-org/adhoc-scripts,main,8,1.63.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,clinical-note-summarization,https://github.com/hmhn-org/clinical-note-summarization,main,8,1.61.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.34.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.35.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.36.4,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.44.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.46.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.47.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.48.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.49.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.50.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.51.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.52.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.54.1,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.56.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.57.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.58.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.59.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.64.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.66.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,ekam-portal,https://github.com/hmhn-org/ekam-portal,main,8,1.68.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,hmh-cyber-cloudsec,https://github.com/hmhn-org/hmh-cyber-cloudsec,main,7,1.61.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,hmh-palliativecare,https://github.com/hmhn-org/hmh-palliativecare,main,8,1.18.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,hmh-palliativecare,https://github.com/hmhn-org/hmh-palliativecare,main,8,1.24.1,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,hmh-scholar,https://github.com/hmhn-org/hmh-scholar,main,8,1.42.1,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,hmh-scholar,https://github.com/hmhn-org/hmh-scholar,main,8,1.58.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,hmh-scholar,https://github.com/hmhn-org/hmh-scholar,main,8,1.59.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,hmh-scholar,https://github.com/hmhn-org/hmh-scholar,main,8,1.68.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,looker-explorer-assistant,https://github.com/hmhn-org/looker-explorer-assistant,main,8,1.59.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,looker-explorer-assistant,https://github.com/hmhn-org/looker-explorer-assistant,main,8,1.68.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,nlp-note-explorer,https://github.com/hmhn-org/nlp-note-explorer,main,8,1.18.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,nlp-note-explorer,https://github.com/hmhn-org/nlp-note-explorer,main,8,1.54.1,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,nlp-note-explorer,https://github.com/hmhn-org/nlp-note-explorer,main,8,1.67.1,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,predictive-health-shared,https://github.com/hmhn-org/predictive-health-shared,main,8,1.41.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,predictive-health-shared,https://github.com/hmhn-org/predictive-health-shared,main,8,1.46.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,predictive-health-shared,https://github.com/hmhn-org/predictive-health-shared,main,8,1.56.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1043971429655795712,predictive-health-shared,https://github.com/hmhn-org/predictive-health-shared,main,8,1.61.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1080920454594168832,inkml,https://github.com/coherentpath/inkml,main,8,1.26.1,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1091390297982265344,errands,https://github.com/getathelas/errands,develop,7,1.43.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
1091390297982265344,normandy,https://github.com/getathelas/normandy,develop,7,1.46.0,1,1,NAM,bc-app4-us-west-1 -> us-west-1
806841106491037696,ai-model,https://github.com/PEXA-AU/ai-model,main,,1.47.0,1,1,JAPAC,bc-app-anz-ap-southeast-2 -> ap-southeast-2
806841106491037696,ai-model,https://github.com/PEXA-AU/ai-model,main,,1.57.0,1,1,JAPAC,bc-app-anz-ap-southeast-2 -> ap-southeast-2
806841106491037696,ai-model,,main,,1.47.0,1,1,JAPAC,bc-app-anz-ap-southeast-2 -> ap-southeast-2
806841106491037696,ai-model,,main,,1.57.0,1,1,JAPAC,bc-app-anz-ap-southeast-2 -> ap-southeast-2
806079843824873472,100447-demand-sensing-custom-model,https://gitlab.com/tyson-foods/2585-mlpe/2425-demand-sensing/100447-demand-sensing-custom-model,master,,,1,1,NAM,prod -> us-west-2
806079843824873472,2422-anaplan-service-wrapper,https://gitlab.com/tyson-foods/2422-datascience/2422-anaplan-service-wrapper,master,,1.4.0,1,1,NAM,prod -> us-west-2
806079843824873472,anaplan-wrapper,https://gitlab.com/tyson-foods/2585-mlpe/0000-project-horizon/anaplan-wrapper,main,,1.4.0,1,1,NAM,prod -> us-west-2
806079843824873472,cnq_ml_pipeline,https://gitlab.com/tyson-foods/2422-datascience/smart-factory-ml/cnq_ml_pipeline,main,,1.59.0,1,1,NAM,prod -> us-west-2
806079843824873472,demo-app,https://gitlab.com/tyson-foods/2423-emerging-tech/deb-framework/demo-site/demo-app,main,,1.33.1,1,1,NAM,prod -> us-west-2
806079843824873472,forecast-pipeline,https://gitlab.com/tyson-foods/2585-mlpe/0000-fresh-meats/forecast-pipeline,main,,1.43.0,1,1,NAM,prod -> us-west-2
806079843824873472,linqua-fill-rate-analytics,https://gitlab.com/tyson-foods/2423-emerging-tech/deb-framework/linqua-fill-rate-analytics,main,,1.33.1,1,1,NAM,prod -> us-west-2
806079843824873472,workshop-app,https://gitlab.com/tyson-foods/2423-emerging-tech/deb-framework/workshop/google-workshop/workshop-app,main,,1.59.0,1,1,NAM,prod -> us-west-2
806775375756949504,contextual-mab,https://github.com/optimizely/contextual-mab,main,8,1.59.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775375756949504,contextual-mab,https://github.com/optimizely/contextual-mab,main,8,1.62.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775375756949504,contextual-mab,https://github.com/optimizely/contextual-mab,main,8,1.64.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775375756949504,contextual-mab,https://github.com/optimizely/contextual-mab,main,8,1.65.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775375756949504,contextual-mab,https://github.com/optimizely/contextual-mab,main,8,1.66.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775375756949504,contextual-mab,https://github.com/optimizely/contextual-mab,main,8,1.68.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775375756949504,OptiCodeBot,https://github.com/optimizely/OptiCodeBot,main,7,1.61.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775414592010240,backstage-templates,https://gitlab.platform.mattel/ooai/backstage-templates,main,8,1.56.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775414592010240,cost_engineering_dialogflow,https://gitlab.platform.mattel/mattel-enterprise-bi/cost_engineering_dialogflow,main,6,1.43.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775414592010240,example-ray-002,https://gitlab.platform.mattel/ooai/example-ray-002,main,6,1.56.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775414592010240,ray-example-001,https://gitlab.platform.mattel/ooai/projects/ray-example-001,main,6,1.56.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775414592010240,ray-example-001,https://gitlab.platform.mattel/ooai/qa-projects/ray-example-001,main,6,1.56.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775414592010240,ray-example-001,https://gitlab.platform.mattel/ooai/ray-example-001,main,6,1.56.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775414592010240,ray-example-003,https://gitlab.platform.mattel/ooai/ray-example-003,main,6,1.56.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775414592010240,ray-on-vertexai,https://gitlab.platform.mattel/mattel-enterprise-bi/ray-on-vertexai,main,6,1.68.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
806775414592010240,ray-vertex-ai-templates,https://gitlab.platform.mattel/mcpp/data/ray-vertex-ai-templates,main,6,1.56.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,aip-surfaceart-aesthetic-ranking-service,https://github.com/inmobi-glance/aip-surfaceart-aesthetic-ranking-service,master,7,1.67.1,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,aip-surfaceart-aesthetic-ranking-service,https://github.com/inmobi-glance/aip-surfaceart-aesthetic-ranking-service,master,7,1.68.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,cardpress-two-tower-service,https://github.com/inmobi-glance/cardpress-two-tower-service,develop,8,1.5.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,centralai-alchemist-targeting-engine,https://github.com/inmobi-glance/centralai-alchemist-targeting-engine,develop,9,1.19.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,centralai-axin,https://github.com/inmobi-glance/centralai-axin,develop,7,1.19.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,centralai-axin-ingestion-service,https://github.com/inmobi-glance/centralai-axin-ingestion-service,develop,7,1.68.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,centralai-lex-text-summarization-service,https://github.com/inmobi-glance/centralai-lex-text-summarization-service,develop,7,1.33.1,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,centralai-lex-text-summarization-service,https://github.com/inmobi-glance/centralai-lex-text-summarization-service,develop,7,1.50.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,centralai-manifold-backend,https://github.com/inmobi-glance/centralai-manifold-backend,develop,7,1.19.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,centralai-streaming-fomm-service,https://github.com/inmobi-glance/centralai-streaming-fomm-service,develop,7,1.68.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,collection_planner_hub_finance_l1s2_v1,https://github.com/inmobi-glance/collection_planner_hub_finance_l1s2_v1,master,8,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,collection_planner_hub_novo_category_v1,https://github.com/inmobi-glance/collection_planner_hub_novo_category_v1,master,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,collection_planner_hub_novo_l1s2_v1,https://github.com/inmobi-glance/collection_planner_hub_novo_l1s2_v1,master,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,collection_planner_hub_sports_l1s2_v1,https://github.com/inmobi-glance/collection_planner_hub_sports_l1s2_v1,master,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content-kg,https://github.com/inmobi-glance/content-kg,master,7,1.47.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content-kg,https://github.com/inmobi-glance/content-kg,master,7,1.48.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_all_time_top_scorers_gaming_leaderboard_lh_v1,https://github.com/inmobi-glance/content_planner_ds_all_time_top_scorers_gaming_leaderboard_lh_v1,develop,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_for_you_horoscope_lh_v1,https://github.com/inmobi-glance/content_planner_ds_for_you_horoscope_lh_v1,develop,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_games_long_feed_xl_v1,https://github.com/inmobi-glance/content_planner_ds_games_long_feed_xl_v1,develop,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_community_xxl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_community_xxl_v1,develop,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_editor_choice_xxl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_editor_choice_xxl_v1,develop,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_featured_game_xl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_featured_game_xl_v1,develop,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_hnt_partner_xxl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_hnt_partner_xxl_v1,develop,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_king_combat_xxl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_king_combat_xxl_v1,develop,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_live_stream_xxl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_live_stream_xxl_v1,develop,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_matchem_partner_xxl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_matchem_partner_xxl_v1,develop,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_new_arrival_xl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_new_arrival_xl_v1,develop,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_new_arrival_xl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_new_arrival_xl_v1,develop,9,1.64.0,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_gaming_top_three_mxl_v1,https://github.com/inmobi-glance/content_planner_ds_gaming_top_three_mxl_v1,develop,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_glance_breaking_news_tagged_article_lh_v1,https://github.com/inmobi-glance/content_planner_ds_glance_breaking_news_tagged_article_lh_v1,master,9,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_headlines_xxl_v2,https://github.com/inmobi-glance/content_planner_ds_headlines_xxl_v2,master,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_instant_games_xxl_v1,https://github.com/inmobi-glance/content_planner_ds_instant_games_xxl_v1,develop,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_recently_played_gaming_games_list_md_v1,https://github.com/inmobi-glance/content_planner_ds_recently_played_gaming_games_list_md_v1,develop,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
814922458548544512,content_planner_ds_sports_live_match,https://github.com/inmobi-glance/content_planner_ds_sports_live_match,master,7,,1,1,NAM,bc-app2-us-east-2 -> us-east-2
